NOME_SALA;REGISTRO_SALA;CNPJ_SALA;SITUACAO_SALA;QUANTIDADE_ASSENTOS;NOME_COMPLEXO;REGISTRO_COMPLEXO;PAGINA_ELETRONICA_COMPLEXO;ENDERECO_COMPLEXO;NUMERO_ENDERECO_COMPLEXO;COMPLEMENTO_ENDERECO;BAIRRO_COMPLEXO;MUNICIPIO_COMPLEXO;CODIGO_MUNICPIO_IBGE;UF_COMPLEXO;COMPLEXO_ITINERANTE;OPERACAO_USUAL;EXIBIDOR;REGISTRO_EXIBIDOR;CNPJ_EXIBIDOR;SITUACAO_EXIBIDOR;GRUPO_EXIBIDOR
SALA 4 VIP;5003909;03.608.600/0033-02;FECHADO TEMPORARIAMENTE;105;SOROCABA CIDADE;24148;;RUA ATANAZIO SOARES;3380;LJ 4009;JARDIM SANTA CECILIA;SOROCABA;3552205;SP;NÃO;COMERCIAL;MSA EMPRESA CINEMATOGRÁFICA LTDA;3136;03.608.600/0001-25;REGULAR;ARAÚJO
SALA 5 VIP;5003910;03.608.600/0033-02;FECHADO TEMPORARIAMENTE;119;SOROCABA CIDADE;24148;;RUA ATANAZIO SOARES;3380;LJ 4009;JARDIM SANTA CECILIA;SOROCABA;3552205;SP;NÃO;COMERCIAL;MSA EMPRESA CINEMATOGRÁFICA LTDA;3136;03.608.600/0001-25;REGULAR;ARAÚJO
SALA 6;5003911;03.608.600/0033-02;FECHADO TEMPORARIAMENTE;323;SOROCABA CIDADE;24148;;RUA ATANAZIO SOARES;3380;LJ 4009;JARDIM SANTA CECILIA;SOROCABA;3552205;SP;NÃO;COMERCIAL;MSA EMPRESA CINEMATOGRÁFICA LTDA;3136;03.608.600/0001-25;REGULAR;ARAÚJO
MULTIPLEX RIO PRETO I;5001180;03.608.600/0005-59;EM FUNCIONAMENTO;285;SÃO JRP;3137;HTTP://;AV BRIGADEIRO FARIA LIMA;6363;BLOCO D ;JD MORUMBI;SÃO JOSÉ DO RIO PRETO;3549805;SP;NÃO;COMERCIAL;MSA EMPRESA CINEMATOGRÁFICA LTDA;3136;03.608.600/0001-25;REGULAR;ARAÚJO
MULTIPLEX RIO PRETO II;5001179;03.608.600/0004-78;EM FUNCIONAMENTO;242;SÃO JRP;3137;HTTP://;AV BRIGADEIRO FARIA LIMA;6363;BLOCO D ;JD MORUMBI;SÃO JOSÉ DO RIO PRETO;3549805;SP;NÃO;COMERCIAL;MSA EMPRESA CINEMATOGRÁFICA LTDA;3136;03.608.600/0001-25;REGULAR;ARAÚJO
MULTIPLEX RIO PRETO III;5001264;03.608.600/0009-82;EM FUNCIONAMENTO;221;SÃO JRP;3137;HTTP://;AV BRIGADEIRO FARIA LIMA;6363;BLOCO D ;JD MORUMBI;SÃO JOSÉ DO RIO PRETO;3549805;SP;NÃO;COMERCIAL;MSA EMPRESA CINEMATOGRÁFICA LTDA;3136;03.608.600/0001-25;REGULAR;ARAÚJO
MULTIPLEX RIO PRETO IV;5001181;03.608.600/0006-30;FECHADO TEMPORARIAMENTE;220;SÃO JRP;3137;HTTP://;AV BRIGADEIRO FARIA LIMA;6363;BLOCO D ;JD MORUMBI;SÃO JOSÉ DO RIO PRETO;3549805;SP;NÃO;COMERCIAL;MSA EMPRESA CINEMATOGRÁFICA LTDA;3136;03.608.600/0001-25;REGULAR;ARAÚJO
MULTIPLEX RIO PRETO V;5001182;03.608.600/0007-10;FECHADO TEMPORARIAMENTE;163;SÃO JRP;3137;HTTP://;AV BRIGADEIRO FARIA LIMA;6363;BLOCO D ;JD MORUMBI;SÃO JOSÉ DO RIO PRETO;3549805;SP;NÃO;COMERCIAL;MSA EMPRESA CINEMATOGRÁFICA LTDA;3136;03.608.600/0001-25;REGULAR;ARAÚJO
SÃO JOSÉ DO RIO PRETO VIP 1;5002172;03.608.600/0023-30;FECHADO TEMPORARIAMENTE;79;SÃO JRP VIP;13357;;AVENIDA BRIGADEIRO FARIA LIMA;6363;;JD MORUMBI;SÃO JOSÉ DO RIO PRETO;3549805;SP;NÃO;COMERCIAL;MSA EMPRESA CINEMATOGRÁFICA LTDA;3136;03.608.600/0001-25;REGULAR;ARAÚJO
SÃO JOSÉ DO RIO PRETO VIP 2;5002173;03.608.600/0023-30;FECHADO TEMPORARIAMENTE;75;SÃO JRP VIP;13357;;AVENIDA BRIGADEIRO FARIA LIMA;6363;;JD MORUMBI;SÃO JOSÉ DO RIO PRETO;3549805;SP;NÃO;COMERCIAL;MSA EMPRESA CINEMATOGRÁFICA LTDA;3136;03.608.600/0001-25;REGULAR;ARAÚJO
MULTICINE CIDADE JARDIM SALA 01;5005276;07.609.246/0010-03;FECHADO TEMPORARIAMENTE;208;MULTICINE CIDADE JARDIM;30736;www.multicinecinemas.com.br;AV. NERO MACEDO;400;SHP.CIDADE JARD;SETOR CIDADE JARDIM;GOIÂNIA;5208707;GO;NÃO;COMERCIAL;MULTICINE CINEMAS LTDA;5935;07.609.246/0001-04;REGULAR;MULTICINE
MULTICINE CIDADE JARDIM SALA 02;5005277;07.609.246/0010-03;FECHADO TEMPORARIAMENTE;194;MULTICINE CIDADE JARDIM;30736;www.multicinecinemas.com.br;AV. NERO MACEDO;400;SHP.CIDADE JARD;SETOR CIDADE JARDIM;GOIÂNIA;5208707;GO;NÃO;COMERCIAL;MULTICINE CINEMAS LTDA;5935;07.609.246/0001-04;REGULAR;MULTICINE
MULTICINE CIDADE JARDIM SALA 03;5005278;07.609.246/0010-03;FECHADO TEMPORARIAMENTE;193;MULTICINE CIDADE JARDIM;30736;www.multicinecinemas.com.br;AV. NERO MACEDO;400;SHP.CIDADE JARD;SETOR CIDADE JARDIM;GOIÂNIA;5208707;GO;NÃO;COMERCIAL;MULTICINE CINEMAS LTDA;5935;07.609.246/0001-04;REGULAR;MULTICINE
MULTICINE DRIVE IN - CIDADE JARDIM;5006586;07.609.246/0010-03;FECHADO TEMPORARIAMENTE;80;MULTICINE CIDADE JARDIM;30736;www.multicinecinemas.com.br;AV. NERO MACEDO;400;SHP.CIDADE JARD;SETOR CIDADE JARDIM;GOIÂNIA;5208707;GO;NÃO;COMERCIAL;MULTICINE CINEMAS LTDA;5935;07.609.246/0001-04;REGULAR;MULTICINE
MULTICINE FLORIANO 1;5006234;07.609.246/0014-29;FECHADO TEMPORARIAMENTE;105;MULTICINE FLORIANO;42243;WWW.MULTICINECINEMAS.COM.BR;ROD BR 343 LARO PAR;0;PARQUE FLORIANO;MELADÃO ;FLORIANO;2203909;PI;NÃO;COMERCIAL;MULTICINE CINEMAS LTDA;5935;07.609.246/0001-04;REGULAR;MULTICINE
MULTICINE FLORIANO 2;5006235;07.609.246/0014-29;FECHADO TEMPORARIAMENTE;104;MULTICINE FLORIANO;42243;WWW.MULTICINECINEMAS.COM.BR;ROD BR 343 LARO PAR;0;PARQUE FLORIANO;MELADÃO ;FLORIANO;2203909;PI;NÃO;COMERCIAL;MULTICINE CINEMAS LTDA;5935;07.609.246/0001-04;REGULAR;MULTICINE
MULTICINE FLORIANO 3;5006236;07.609.246/0014-29;FECHADO TEMPORARIAMENTE;105;MULTICINE FLORIANO;42243;WWW.MULTICINECINEMAS.COM.BR;ROD BR 343 LARO PAR;0;PARQUE FLORIANO;MELADÃO ;FLORIANO;2203909;PI;NÃO;COMERCIAL;MULTICINE CINEMAS LTDA;5935;07.609.246/0001-04;REGULAR;MULTICINE
MULTICINE FLORIANO 4;5006237;07.609.246/0014-29;FECHADO TEMPORARIAMENTE;105;MULTICINE FLORIANO;42243;WWW.MULTICINECINEMAS.COM.BR;ROD BR 343 LARO PAR;0;PARQUE FLORIANO;MELADÃO ;FLORIANO;2203909;PI;NÃO;COMERCIAL;MULTICINE CINEMAS LTDA;5935;07.609.246/0001-04;REGULAR;MULTICINE
MULTICINE IANDE SHOPPING 1;5006356;07.609.246/0016-90;EM FUNCIONAMENTO;80;MULTICINE IANDE SHOPPING;43968;WWW.MULTICINECINEMAS.COM.BR;AV EDSON MOTA CORREITA;620;IANDE SHOPPING ;CENTRO;CAUCAIA;2303709;CE;NÃO;COMERCIAL;MULTICINE CINEMAS LTDA;5935;07.609.246/0001-04;REGULAR;MULTICINE
MULTICINE IANDE SHOPPING 2;5006357;07.609.246/0016-90;EM FUNCIONAMENTO;117;MULTICINE IANDE SHOPPING;43968;WWW.MULTICINECINEMAS.COM.BR;AV EDSON MOTA CORREITA;620;IANDE SHOPPING ;CENTRO;CAUCAIA;2303709;CE;NÃO;COMERCIAL;MULTICINE CINEMAS LTDA;5935;07.609.246/0001-04;REGULAR;MULTICINE
MULTICINE IANDE SHOPPING 3;5006358;07.609.246/0016-90;EM FUNCIONAMENTO;148;MULTICINE IANDE SHOPPING;43968;WWW.MULTICINECINEMAS.COM.BR;AV EDSON MOTA CORREITA;620;IANDE SHOPPING ;CENTRO;CAUCAIA;2303709;CE;NÃO;COMERCIAL;MULTICINE CINEMAS LTDA;5935;07.609.246/0001-04;REGULAR;MULTICINE
MULTICINE IANDE SHOPPING 4;5006359;07.609.246/0016-90;EM FUNCIONAMENTO;106;MULTICINE IANDE SHOPPING;43968;WWW.MULTICINECINEMAS.COM.BR;AV EDSON MOTA CORREITA;620;IANDE SHOPPING ;CENTRO;CAUCAIA;2303709;CE;NÃO;COMERCIAL;MULTICINE CINEMAS LTDA;5935;07.609.246/0001-04;REGULAR;MULTICINE
MULTICINE JATAÍ 01;5003283;07.609.246/0005-38;EM FUNCIONAMENTO;165;MULTICINE JATAÍ;19793;;AV PRESIDENTE TANCREDO NEVES;100;LJ 07 - JATAI SHOPPING;EPAMINONDAS II;JATAÍ;5211909;GO;NÃO;COMERCIAL;MULTICINE CINEMAS LTDA;5935;07.609.246/0001-04;REGULAR;MULTICINE
MULTICINE JATAÍ 02;5003284;07.609.246/0005-38;EM FUNCIONAMENTO;165;MULTICINE JATAÍ;19793;;AV PRESIDENTE TANCREDO NEVES;100;LJ 07 - JATAI SHOPPING;EPAMINONDAS II;JATAÍ;5211909;GO;NÃO;COMERCIAL;MULTICINE CINEMAS LTDA;5935;07.609.246/0001-04;REGULAR;MULTICINE
MULTICINE JATAÍ 03;5003285;07.609.246/0005-38;EM FUNCIONAMENTO;187;MULTICINE JATAÍ;19793;;AV PRESIDENTE TANCREDO NEVES;100;LJ 07 - JATAI SHOPPING;EPAMINONDAS II;JATAÍ;5211909;GO;NÃO;COMERCIAL;MULTICINE CINEMAS LTDA;5935;07.609.246/0001-04;REGULAR;MULTICINE
MULTICINE MOSSORÓ 01;5002959;07.609.246/0003-76;EM FUNCIONAMENTO;171;MULTICINE MOSSORÓ;17881;;AV. JOÃO DA ESCOSSIA;1515;MOSSORÓ WEST SH;NOVA BETÂNIA;MOSSORÓ;2408003;RN;NÃO;COMERCIAL;MULTICINE CINEMAS LTDA;5935;07.609.246/0001-04;REGULAR;MULTICINE
MULTICINE MOSSORÓ 02;5002958;07.609.246/0003-76;EM FUNCIONAMENTO;161;MULTICINE MOSSORÓ;17881;;AV. JOÃO DA ESCOSSIA;1515;MOSSORÓ WEST SH;NOVA BETÂNIA;MOSSORÓ;2408003;RN;NÃO;COMERCIAL;MULTICINE CINEMAS LTDA;5935;07.609.246/0001-04;REGULAR;MULTICINE
MULTICINE MOSSORÓ 03;5002960;07.609.246/0003-76;EM FUNCIONAMENTO;209;MULTICINE MOSSORÓ;17881;;AV. JOÃO DA ESCOSSIA;1515;MOSSORÓ WEST SH;NOVA BETÂNIA;MOSSORÓ;2408003;RN;NÃO;COMERCIAL;MULTICINE CINEMAS LTDA;5935;07.609.246/0001-04;REGULAR;MULTICINE
MULTICINE MOSSORÓ 04;5002961;07.609.246/0003-76;EM FUNCIONAMENTO;169;MULTICINE MOSSORÓ;17881;;AV. JOÃO DA ESCOSSIA;1515;MOSSORÓ WEST SH;NOVA BETÂNIA;MOSSORÓ;2408003;RN;NÃO;COMERCIAL;MULTICINE CINEMAS LTDA;5935;07.609.246/0001-04;REGULAR;MULTICINE
MULTICINE MOSSORÓ 05;5002962;07.609.246/0003-76;EM FUNCIONAMENTO;171;MULTICINE MOSSORÓ;17881;;AV. JOÃO DA ESCOSSIA;1515;MOSSORÓ WEST SH;NOVA BETÂNIA;MOSSORÓ;2408003;RN;NÃO;COMERCIAL;MULTICINE CINEMAS LTDA;5935;07.609.246/0001-04;REGULAR;MULTICINE
PARAISO MEGA CENTER 1;5006542;07.609.246/0015-00;EM FUNCIONAMENTO;104;MULTICINE PARAISO MEGA CENTER;45579;WWW.MULTICINECINEMAS.COM.BR;Q QUADRA 31, AREA RESERVADA 01;0;PARAISO MEGA CE;PARQUE ESPLANADA III;VALPARAÍSO DE GOIÁS;5221858;GO;NÃO;COMERCIAL;MULTICINE CINEMAS LTDA;5935;07.609.246/0001-04;REGULAR;MULTICINE
PARAISO MEGA CENTER 2;5006543;07.609.246/0015-00;EM FUNCIONAMENTO;104;MULTICINE PARAISO MEGA CENTER;45579;WWW.MULTICINECINEMAS.COM.BR;Q QUADRA 31, AREA RESERVADA 01;0;PARAISO MEGA CE;PARQUE ESPLANADA III;VALPARAÍSO DE GOIÁS;5221858;GO;NÃO;COMERCIAL;MULTICINE CINEMAS LTDA;5935;07.609.246/0001-04;REGULAR;MULTICINE
PARAISO MEGA CENTER 3;5006544;07.609.246/0015-00;EM FUNCIONAMENTO;104;MULTICINE PARAISO MEGA CENTER;45579;WWW.MULTICINECINEMAS.COM.BR;Q QUADRA 31, AREA RESERVADA 01;0;PARAISO MEGA CE;PARQUE ESPLANADA III;VALPARAÍSO DE GOIÁS;5221858;GO;NÃO;COMERCIAL;MULTICINE CINEMAS LTDA;5935;07.609.246/0001-04;REGULAR;MULTICINE
PARAISO MEGA CENTER 4;5006545;07.609.246/0015-00;EM FUNCIONAMENTO;104;MULTICINE PARAISO MEGA CENTER;45579;WWW.MULTICINECINEMAS.COM.BR;Q QUADRA 31, AREA RESERVADA 01;0;PARAISO MEGA CE;PARQUE ESPLANADA III;VALPARAÍSO DE GOIÁS;5221858;GO;NÃO;COMERCIAL;MULTICINE CINEMAS LTDA;5935;07.609.246/0001-04;REGULAR;MULTICINE
PARAISO MEGA CENTER 5;5006546;07.609.246/0015-00;EM FUNCIONAMENTO;186;MULTICINE PARAISO MEGA CENTER;45579;WWW.MULTICINECINEMAS.COM.BR;Q QUADRA 31, AREA RESERVADA 01;0;PARAISO MEGA CE;PARQUE ESPLANADA III;VALPARAÍSO DE GOIÁS;5221858;GO;NÃO;COMERCIAL;MULTICINE CINEMAS LTDA;5935;07.609.246/0001-04;REGULAR;MULTICINE
MULTICINE PARNAÍBA SALA 01;5005283;07.609.246/0009-61;FECHADO TEMPORARIAMENTE;159;MULTICINE PARNAÍBA;30738;www.multicinecinemas.com.br;AV. SÃO SEBASTIÃO;3429;PARNAÍBA SHOP C;REIS VELOSO;PARNAÍBA;2207702;PI;NÃO;COMERCIAL;MULTICINE CINEMAS LTDA;5935;07.609.246/0001-04;REGULAR;MULTICINE
MULTICINE PARNAÍBA SALA 02;5005284;07.609.246/0009-61;FECHADO TEMPORARIAMENTE;125;MULTICINE PARNAÍBA;30738;www.multicinecinemas.com.br;AV. SÃO SEBASTIÃO;3429;PARNAÍBA SHOP C;REIS VELOSO;PARNAÍBA;2207702;PI;NÃO;COMERCIAL;MULTICINE CINEMAS LTDA;5935;07.609.246/0001-04;REGULAR;MULTICINE
MULTICINE PARNAÍBA SALA 03;5005285;07.609.246/0009-61;FECHADO TEMPORARIAMENTE;116;MULTICINE PARNAÍBA;30738;www.multicinecinemas.com.br;AV. SÃO SEBASTIÃO;3429;PARNAÍBA SHOP C;REIS VELOSO;PARNAÍBA;2207702;PI;NÃO;COMERCIAL;MULTICINE CINEMAS LTDA;5935;07.609.246/0001-04;REGULAR;MULTICINE
MULTICINE PARNAÍBA SALA 04;5005286;07.609.246/0009-61;FECHADO TEMPORARIAMENTE;170;MULTICINE PARNAÍBA;30738;www.multicinecinemas.com.br;AV. SÃO SEBASTIÃO;3429;PARNAÍBA SHOP C;REIS VELOSO;PARNAÍBA;2207702;PI;NÃO;COMERCIAL;MULTICINE CINEMAS LTDA;5935;07.609.246/0001-04;REGULAR;MULTICINE
MULTICINE SANTA MARIA SALA 01;5005270;07.609.246/0012-67;EM FUNCIONAMENTO;114;MULTICINE SANTA MARIA;30733;www.multicinecinemas.com.br;"Q CL 114, LT D,C, F; LOJA 301C;3°PAV";0;SANTA MARIA SHP;SANTA MARIA;BRASÍLIA;5300108;DF;NÃO;COMERCIAL;MULTICINE CINEMAS LTDA;5935;07.609.246/0001-04;REGULAR;MULTICINE
MULTICINE SANTA MARIA SALA 02;5005271;07.609.246/0012-67;EM FUNCIONAMENTO;112;MULTICINE SANTA MARIA;30733;www.multicinecinemas.com.br;"Q CL 114, LT D,C, F; LOJA 301C;3°PAV";0;SANTA MARIA SHP;SANTA MARIA;BRASÍLIA;5300108;DF;NÃO;COMERCIAL;MULTICINE CINEMAS LTDA;5935;07.609.246/0001-04;REGULAR;MULTICINE
MULTICINE SANTA MARIA SALA 03;5005272;07.609.246/0012-67;EM FUNCIONAMENTO;148;MULTICINE SANTA MARIA;30733;www.multicinecinemas.com.br;"Q CL 114, LT D,C, F; LOJA 301C;3°PAV";0;SANTA MARIA SHP;SANTA MARIA;BRASÍLIA;5300108;DF;NÃO;COMERCIAL;MULTICINE CINEMAS LTDA;5935;07.609.246/0001-04;REGULAR;MULTICINE
MULTICINE SANTA MARIA SALA 04;5005273;07.609.246/0012-67;EM FUNCIONAMENTO;148;MULTICINE SANTA MARIA;30733;www.multicinecinemas.com.br;"Q CL 114, LT D,C, F; LOJA 301C;3°PAV";0;SANTA MARIA SHP;SANTA MARIA;BRASÍLIA;5300108;DF;NÃO;COMERCIAL;MULTICINE CINEMAS LTDA;5935;07.609.246/0001-04;REGULAR;MULTICINE
MULTICINE SANTA MARIA SALA 05;5005274;07.609.246/0012-67;EM FUNCIONAMENTO;112;MULTICINE SANTA MARIA;30733;www.multicinecinemas.com.br;"Q CL 114, LT D,C, F; LOJA 301C;3°PAV";0;SANTA MARIA SHP;SANTA MARIA;BRASÍLIA;5300108;DF;NÃO;COMERCIAL;MULTICINE CINEMAS LTDA;5935;07.609.246/0001-04;REGULAR;MULTICINE
MULTICINE SANTA MARIA SALA 06;5005275;07.609.246/0012-67;EM FUNCIONAMENTO;124;MULTICINE SANTA MARIA;30733;www.multicinecinemas.com.br;"Q CL 114, LT D,C, F; LOJA 301C;3°PAV";0;SANTA MARIA SHP;SANTA MARIA;BRASÍLIA;5300108;DF;NÃO;COMERCIAL;MULTICINE CINEMAS LTDA;5935;07.609.246/0001-04;REGULAR;MULTICINE
MULTICINE SOBRAL SALA 01;5005299;07.609.246/0008-80;EM FUNCIONAMENTO;189;MULTICINE SOBRAL;31088;www.multicinecinemas.com.br;AV. MONSENHOR ALOISIO PINTO;300;LOJA 150 SOBRAL;DOM EXPEDITO;SOBRAL;2312908;CE;NÃO;COMERCIAL;MULTICINE CINEMAS LTDA;5935;07.609.246/0001-04;REGULAR;MULTICINE
MULTICINE SOBRAL SALA 02;5005300;07.609.246/0008-80;EM FUNCIONAMENTO;201;MULTICINE SOBRAL;31088;www.multicinecinemas.com.br;AV. MONSENHOR ALOISIO PINTO;300;LOJA 150 SOBRAL;DOM EXPEDITO;SOBRAL;2312908;CE;NÃO;COMERCIAL;MULTICINE CINEMAS LTDA;5935;07.609.246/0001-04;REGULAR;MULTICINE
MULTICINE SOBRAL SALA 03;5005301;07.609.246/0008-80;EM FUNCIONAMENTO;291;MULTICINE SOBRAL;31088;www.multicinecinemas.com.br;AV. MONSENHOR ALOISIO PINTO;300;LOJA 150 SOBRAL;DOM EXPEDITO;SOBRAL;2312908;CE;NÃO;COMERCIAL;MULTICINE CINEMAS LTDA;5935;07.609.246/0001-04;REGULAR;MULTICINE
MULTICINE SOBRAL SALA 04;5005302;07.609.246/0008-80;EM FUNCIONAMENTO;109;MULTICINE SOBRAL;31088;www.multicinecinemas.com.br;AV. MONSENHOR ALOISIO PINTO;300;LOJA 150 SOBRAL;DOM EXPEDITO;SOBRAL;2312908;CE;NÃO;COMERCIAL;MULTICINE CINEMAS LTDA;5935;07.609.246/0001-04;REGULAR;MULTICINE
MULTICINE SOBRAL SALA 05;5005303;07.609.246/0008-80;EM FUNCIONAMENTO;137;MULTICINE SOBRAL;31088;www.multicinecinemas.com.br;AV. MONSENHOR ALOISIO PINTO;300;LOJA 150 SOBRAL;DOM EXPEDITO;SOBRAL;2312908;CE;NÃO;COMERCIAL;MULTICINE CINEMAS LTDA;5935;07.609.246/0001-04;REGULAR;MULTICINE
MULTICINE TIMON - SALA 01;5005885;07.609.246/0013-48;EM FUNCIONAMENTO;164;MULTICINE TIMÓN;37675;WWW.MULTICINECINEMAS.COM.BR;AV PIAUÍ ;700;COCAIS SHOPPING;CENTRO;TIMON;2112209;MA;NÃO;COMERCIAL;MULTICINE CINEMAS LTDA;5935;07.609.246/0001-04;REGULAR;MULTICINE
MULTICINE TIMON - SALA 02;5005886;07.609.246/0013-48;EM FUNCIONAMENTO;135;MULTICINE TIMÓN;37675;WWW.MULTICINECINEMAS.COM.BR;AV PIAUÍ ;700;COCAIS SHOPPING;CENTRO;TIMON;2112209;MA;NÃO;COMERCIAL;MULTICINE CINEMAS LTDA;5935;07.609.246/0001-04;REGULAR;MULTICINE
MULTICINE TIMON - SALA 03;5005887;07.609.246/0013-48;EM FUNCIONAMENTO;134;MULTICINE TIMÓN;37675;WWW.MULTICINECINEMAS.COM.BR;AV PIAUÍ ;700;COCAIS SHOPPING;CENTRO;TIMON;2112209;MA;NÃO;COMERCIAL;MULTICINE CINEMAS LTDA;5935;07.609.246/0001-04;REGULAR;MULTICINE
MULTICINE TIMON - SALA 04;5005888;07.609.246/0013-48;EM FUNCIONAMENTO;145;MULTICINE TIMÓN;37675;WWW.MULTICINECINEMAS.COM.BR;AV PIAUÍ ;700;COCAIS SHOPPING;CENTRO;TIMON;2112209;MA;NÃO;COMERCIAL;MULTICINE CINEMAS LTDA;5935;07.609.246/0001-04;REGULAR;MULTICINE
MULTICINE ÁGUAS LINDAS SALA 01;5005279;07.609.246/0001-04;FECHADO TEMPORARIAMENTE;209;MULTICINE ÁGUAS LINDAS;30737;www.multicinecinemas.com.br;"ALAMEDA SANTA LUZIA, QUADRA 00;LOTE:6-B-2;LUC 51";0;;MANSÕES CENTRO OESTE;ÁGUAS LINDAS DE GOIÁS;5200258;GO;NÃO;COMERCIAL;MULTICINE CINEMAS LTDA;5935;07.609.246/0001-04;REGULAR;MULTICINE
MULTICINE ÁGUAS LINDAS SALA 02;5005280;07.609.246/0001-04;FECHADO TEMPORARIAMENTE;209;MULTICINE ÁGUAS LINDAS;30737;www.multicinecinemas.com.br;"ALAMEDA SANTA LUZIA, QUADRA 00;LOTE:6-B-2;LUC 51";0;;MANSÕES CENTRO OESTE;ÁGUAS LINDAS DE GOIÁS;5200258;GO;NÃO;COMERCIAL;MULTICINE CINEMAS LTDA;5935;07.609.246/0001-04;REGULAR;MULTICINE
MULTICINE ÁGUAS LINDAS SALA 03;5005281;07.609.246/0001-04;FECHADO TEMPORARIAMENTE;209;MULTICINE ÁGUAS LINDAS;30737;www.multicinecinemas.com.br;"ALAMEDA SANTA LUZIA, QUADRA 00;LOTE:6-B-2;LUC 51";0;;MANSÕES CENTRO OESTE;ÁGUAS LINDAS DE GOIÁS;5200258;GO;NÃO;COMERCIAL;MULTICINE CINEMAS LTDA;5935;07.609.246/0001-04;REGULAR;MULTICINE
MULTICINE ÁGUAS LINDAS SALA 04;5005282;07.609.246/0001-04;FECHADO TEMPORARIAMENTE;209;MULTICINE ÁGUAS LINDAS;30737;www.multicinecinemas.com.br;"ALAMEDA SANTA LUZIA, QUADRA 00;LOTE:6-B-2;LUC 51";0;;MANSÕES CENTRO OESTE;ÁGUAS LINDAS DE GOIÁS;5200258;GO;NÃO;COMERCIAL;MULTICINE CINEMAS LTDA;5935;07.609.246/0001-04;REGULAR;MULTICINE
MULTIPLEX IBIRAPUERA SALA 01;5006251;27.595.833/0005-22;EM FUNCIONAMENTO;139;COMPLEXO CINEMATOGRÁFICO IBIRAPUERA;39189;;Avenida Ibirapuera;3103;;Indianópolis;SÃO PAULO;3550308;SP;NÃO;COMERCIAL;MULTIPLEX DO BRASIL ENTRETENIMENTO LTDA;39188;27.595.833/0001-07;REGULAR;PLAYARTE
MULTIPLEX IBIRAPUERA SALA 02;5006252;27.595.833/0005-22;EM FUNCIONAMENTO;139;COMPLEXO CINEMATOGRÁFICO IBIRAPUERA;39189;;Avenida Ibirapuera;3103;;Indianópolis;SÃO PAULO;3550308;SP;NÃO;COMERCIAL;MULTIPLEX DO BRASIL ENTRETENIMENTO LTDA;39188;27.595.833/0001-07;REGULAR;PLAYARTE
MULTIPLEX IBIRAPUERA SALA 03;5006253;27.595.833/0005-22;EM FUNCIONAMENTO;139;COMPLEXO CINEMATOGRÁFICO IBIRAPUERA;39189;;Avenida Ibirapuera;3103;;Indianópolis;SÃO PAULO;3550308;SP;NÃO;COMERCIAL;MULTIPLEX DO BRASIL ENTRETENIMENTO LTDA;39188;27.595.833/0001-07;REGULAR;PLAYARTE
MULTIPLEX IBIRAPUERA SALA 04;5006254;27.595.833/0005-22;EM FUNCIONAMENTO;139;COMPLEXO CINEMATOGRÁFICO IBIRAPUERA;39189;;Avenida Ibirapuera;3103;;Indianópolis;SÃO PAULO;3550308;SP;NÃO;COMERCIAL;MULTIPLEX DO BRASIL ENTRETENIMENTO LTDA;39188;27.595.833/0001-07;REGULAR;PLAYARTE
MULTIPLEX IBIRAPUERA SALA 05;5006255;27.595.833/0005-22;EM FUNCIONAMENTO;135;COMPLEXO CINEMATOGRÁFICO IBIRAPUERA;39189;;Avenida Ibirapuera;3103;;Indianópolis;SÃO PAULO;3550308;SP;NÃO;COMERCIAL;MULTIPLEX DO BRASIL ENTRETENIMENTO LTDA;39188;27.595.833/0001-07;REGULAR;PLAYARTE
MULTIPLEX IBIRAPUERA SALA 06;5006256;27.595.833/0005-22;EM FUNCIONAMENTO;113;COMPLEXO CINEMATOGRÁFICO IBIRAPUERA;39189;;Avenida Ibirapuera;3103;;Indianópolis;SÃO PAULO;3550308;SP;NÃO;COMERCIAL;MULTIPLEX DO BRASIL ENTRETENIMENTO LTDA;39188;27.595.833/0001-07;REGULAR;PLAYARTE
MULTIPLEX MARABA SALA 01;5006075;27.595.833/0002-80;EM FUNCIONAMENTO;441;COMPLEXO CINEMATOGRÁFICO MARABA;40652;;AV IPIRANGA;757;CINE MARABA SAL;REPUBLICA;SÃO PAULO;3550308;SP;NÃO;COMERCIAL;MULTIPLEX DO BRASIL ENTRETENIMENTO LTDA;39188;27.595.833/0001-07;REGULAR;PLAYARTE
MULTIPLEX MARABA SALA 02;5006076;27.595.833/0002-80;EM FUNCIONAMENTO;123;COMPLEXO CINEMATOGRÁFICO MARABA;40652;;AV IPIRANGA;757;CINE MARABA SAL;REPUBLICA;SÃO PAULO;3550308;SP;NÃO;COMERCIAL;MULTIPLEX DO BRASIL ENTRETENIMENTO LTDA;39188;27.595.833/0001-07;REGULAR;PLAYARTE
MULTIPLEX MARABA SALA 03;5006077;27.595.833/0002-80;EM FUNCIONAMENTO;133;COMPLEXO CINEMATOGRÁFICO MARABA;40652;;AV IPIRANGA;757;CINE MARABA SAL;REPUBLICA;SÃO PAULO;3550308;SP;NÃO;COMERCIAL;MULTIPLEX DO BRASIL ENTRETENIMENTO LTDA;39188;27.595.833/0001-07;REGULAR;PLAYARTE
